object_in_ context,OBJECT ID,TITLE,SUPPLIED_TITLE,DATE,SUBJECT_NAME,SUBJECT_NAME_2,SUBJECT_NAME_3,SUBJECT_NAME_4,SUBJECT_TOPIC,SUBJECT_TOPIC_2,SUBJECT_TOPIC_3,SUBJECT_GEOGRAPHIC,SUBJECT_GEOGRAPHIC_2,DESCRIPTION,TECHNIQUE ,TECHNIQUE_2,URI_medium,CREDIT LINE,DIMS (HxW),PUBLISHER,CREATOR,NAME TYPE (personalal / corporate),ACTIVE DATES,DOB/DOD,NATIONALITY
https://kiva.lib.utk.edu/egypt/items/show/765,1934.1.31.36,,"Wall Relief, Alexander the Great before Ithyphallic Amen-Re",1870-1913,"Alexander, the Great, 356 B.C.-323 B.C.",Amon (Egyptian deity),,,Temples--Egypt,"Relief (Sculpture), Egyptiian",,,,"Wall relief of Alexander the Great before the Ithyphallic Amen-Re; Amen-Re in three quarter view wears shuty crown and false beard faces Alexander the Great in three quarter view wearing khepresh crown and offers libations to the god; hawk inscription (top left) frames hieroglyphs and cartouches of Alexander the Great, figures surrounded by hieroglyphs and papyrus; ""MARER..."" inscribed onto wall (lower right corner); untitled print, ""541"" in pencil on back of print. ",albumen prints,,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",6 x 4.375 in,,Unknown,,,,
https://kiva.lib.utk.edu/egypt/items/show/766,1934.1.31.39,,"Statues of Rameses III, Mortuary Temple of Rameses III",1870-1913,"Ramses III, King of Egypt","Temple of Ramses III (Medinet Habu Site, Egypt)",,,Temples--Egypt,Statues--Egypt,,Medinet Habu Site (Egypt),,"Mortuary temple statues of Rameses III (New Kingdom - Dynasty XX); Osiride mummy form statue holding ankh in crossed arms with column of hieroglyphs and cartouche down legs (left); kilt clad statue with balled fists and leg left extended (right); both statues wear hedjet crown and false beard, broken on left statue; rows of bound captives and hieroglyphic inscriptions underneath human leg (behind statues); untitled print, ""559"" in pencil on back of print. ",albumen prints,,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",6 x 4.375 in,,Unknown,,,,
https://kiva.lib.utk.edu/egypt/items/show/767,1934.1.31.38,,"Wall Painting, King and Prince Greeting Hathor, Tomb of Amenherkhepeshef",1870-1913,,,,,Tombs--Egypt,Hathor (Egyptian deity),"Mural painting and decoration, Egyptian",Valley of the Queens (Egypt),,"Tomb of Amenherkhepeshef wall painting of Ramesses III and Prince Amenherkhepeshef before Hathor (New Kingdom - Dynasty XX); Goddess Hathor in three quarter view greeted by Prince Amenherkhepeshef and his father Pharaoh Rameses III; cartouches and hieroglyphs painted below row of Egyptian motif; untitled print, ""605"" in pencil on back of print. ",albumen prints,,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",6 x 4.375 in,,Unknown,,,,
https://kiva.lib.utk.edu/egypt/items/show/768,1934.1.31.41,,"Wall Relief, Sakhmet and Nefertem, Shrine of Amenophis I",1870-1913,"Amenhotep I, King of Egypt",,,,Tombs--Egypt,Sekhmet (Egyptian deity),"Gods, Egyptian",Karnak (Egypt),,"Wall relief of lion-headed goddess in three quarter vew view wears sun disk with uraeus and places left hand on Nefertem's shoulder, identified by the water lily headdress and false beard; both hold ankh while the god holds a was staff (left arm); hieroglyphs (above); untitled print, ""577"" in penci on back of print.",albumen prints,,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",6 x 4.375 in,,Unknown,,,,
https://kiva.lib.utk.edu/egypt/items/show/769,1934.1.31.40,,"Wall Painting, Heavenly Bull and Seven Cows, Tomb of Nefertiri",1870-1913,"Nefertari, Queen, consort of Ramses II, King of Egypt",,,,Tombs--Egypt,"Mural painting and decoration, Egyptian",,Thebes (Egypt : Extinct city),Valley of the Queens (Egypt),Tomb of Nefertiti (New Kingdom - Dynasty XIX) wall painting of heavenly bull and seven cows; eight mythological bovine of different colors in profile face offering tables (right); hieroglyphs above and below each painted figure; untitled print.,albumen prints,,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",4.375 x 6 in,,Unknown,,,,
https://kiva.lib.utk.edu/egypt/items/show/770,1934.1.31.43,,"Wall Relief, Offering Bearers for Feast of Opet, Court of Rameses II",1870-1913,"Ramesseum (Thebes, Egypt)",,,,"Relief (Sculpture), Egyptian","Inscriptions, Egyptians",,Thebes (Egypt : Extinct city),,"Wall relief of offering bearers for the Feast of Opet; human figures in three quarter view and bovine in profile for the Feast of Opet offering procession (left); rows of hieroglyphs (top and bottom); untitled print, ""540"" in pencil on back of print. ",albumen prints,,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",4.375 x 6 in,,Unknown,,,,
https://kiva.lib.utk.edu/egypt/items/show/771,1934.1.31.42,,"Wall Painting, Ship and Crew, Tomb of Menna",1870-1913,,,,,Tombs--Egypt,"Mural painting and decoration, Egyptian",Sailing ships in art,MaæÈaíãdiíã Site (Egypt),,"Tomb of Menna (New Kingdom - Dynasty XVIII) wall painting of a ship and the crew, a funerary barge that would take Menna, ""Scribe of the Fields and of the Lord of the Two Lands of Upper and Lower Egypt"" into the afterlife; eight figures kneel in the body of the ship as a lone figure leans down to gather water (middle); two rows of painted Egyptian motifs (above); untitled print, ""585"" in print on back of print. ",albumen prints,,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",4.375 x 6 in,,Unknown,,,,
https://kiva.lib.utk.edu/egypt/items/show/772,1934.1.31.44,,"Wall Relief, Striding Lion Eating Hand of Enemy",1870-1913,Temple of Sobek and Haroeris (Ombos),,,,"Relief (Sculpture), Egyptian","Inscriptions, Egyptians",,,,"Wall relief of striding lion eating hand of enemy at the Temple of Kom Ombo (Ptolemaic Period, 332-330 B.C.); lion in profile beside master's leg eating the hand of an enemy, right of fractured wall relief; rows of hieroglyphs and bound captives in three quarter view, below; colonnade (background); untitled print, ""515"" in pencil on back of print. ",albumen prints,,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",4.375 x 6 in,,Unknown,,,,
https://kiva.lib.utk.edu/egypt/items/show/773,1934.1.31.45,,"Wall Painting, Hour Nine from 'Book of Gates', Tomb of Rameses VI",1870-1913,"Ramses VI, King of Egypt",,,,Tombs--Egypt,"Inscriptions, Egyptian",,Valley of the Kings (Egypt),,"Tomb of Rameses VI (New Kingdom - Dynasty XX) wall painting of the Hour Nine from 'Book of Gates'; ba bird souls (first register); deceased souls in the primeval waters of Nun (second register); ""The Fiery One"", the serpent called forth by Horus with his children standing in the coils (third register); a representation reminiscent of Hour Ten (fourth register); columns of hieroglyphs above each of the registers; untitled print, ""579"" in pencil on back of print. ",albumen prints,,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",4.375 x 6 in,,Unknown,,,,
https://kiva.lib.utk.edu/egypt/items/show/774,1934.1.31.46,,"Fragments from Pair of Feet from Colossal Statue of Amenhotep III, Tenth Pylon",1870-1913,"Amenhotep III, King of Egypt","Mortuary Temple of Amenhotep III (Thebes, Egypt)",,,Tombs--Egypt,,,Thebes (Egypt),,"Fragments of the colossal statue of Amenhotep III (New Kingdom - Dynasty XVIII), tenth pylon; fragmented feet standing on pedestal inscribed with hieroglyphs and cartouches indentifying Amenhotep III; Egyptian man sits near feet right on pedestal (foreground); ruins and hieroglyph and cartouche inscribed wall (left background); untitled print, ""573"" in pencil on back of print.",albumen prints,,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",7 x 4.375 in,,Unknown,,,,
https://kiva.lib.utk.edu/egypt/items/show/782,1934.1.31.53,Caire Fête arabe,,1870-1913,,,,,Muslim pilgrims and pilgrimages,,,Cairo (Egypt),,"Holy carpet parade of Mecca pilgrims in Cairo; camel train bearing pilgrims to Mecca during the procession of the Festival of Mah'mal followed by two men carrying tessellated Star of David, drummers, and flag holders, Egyptian men look on; contemporary buildings and wheeled carts (background); ""Caire. Fête arabe."" in white along bottom of print.",gelatin silver prints,,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",8.25 x 10.625 in,,Unknown,,,,
https://kiva.lib.utk.edu/egypt/items/show/787,1934.1.31.56,,Nubian Men of Bisharin Culture Group,1870-1913,,,,,Bisharin (African people),,,,,"Five Bisharin men in draped garments, some with walking sticks, pose in front of a brick and plaster wall; untitled print.",gelatin silver prints,,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",11 x 8.5 in ,,Unknown,,,,
https://kiva.lib.utk.edu/egypt/items/show/789,1934.1.31.58,Halte de chameliers dans le désert,,1870-1913,,,,,Camels--Egypt,,,,,"Cameleers at rest, location unknown; Hand colored print of six Bedouin clansmen with three camels (foreground); unknown body of water (background); ""15124. P. Z. - HALTE DE CHAMELIERS DANS LE DESERT."" in gold along bottom of print.",gelatin silver prints,hand coloring,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",6.5 x 9 in,,Unknown,,,,
https://kiva.lib.utk.edu/egypt/items/show/790,1934.1.31.59,Bédouins nomades devant leur tente,,1870-1913,,,,,Bedouins--Egypt,,,,,"Bedouins before their tents, location unknown; Hand colored print of five Bedouin clansmen and an ass before a cloth tent supported by posts and rope (fore and middle ground); vegetation and mountain range (background); ""15,121. P. Z. - BEDOUINS NOMADES DEVANT LEUR TENTE."" in gold at bottom left corner of print. ",gelatin silver prints,hand coloring,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",6.5 x 8.875 in,,Unknown,,,,
https://kiva.lib.utk.edu/egypt/items/show/804,1934.1.31.66,,Relief of Princess Bintanat (plaster copy),1870-1913,Princess Bent'anta,Gizeh Museum.,,,Relief (Art)--Egypt.,,,,,"Relief of Princess Bintanat (New Kingdom Dynasty XIX), plaster copy in the Gizeh Museum; bust relief of daughter and queen consort of Rameses II wearing uraeus and double feather headdress with sun disk; untitled print.",platinum prints,,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",9.25 x 3.625 in,,"Brugsch, Émile",personal,,1842-1930,German
https://kiva.lib.utk.edu/egypt/items/show/806,1934.1.31.67,,Head of King Seti I,1870-1913,"Seti I, King of Egypt",,,,Mummies--Egypt,,,,,"Mummified head of King Seti I (New Kingdom Dynasty XIX) at the Gizeh Museum; perserved head of King Seti I, ca. 1290-1279 B.C.E., in profile, white wrappings below neck, against plain background; untitled print.",platinum prints,,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",9.25 x 7 in,,"Brugsch, Émile",personal,,1842-1930,German
https://kiva.lib.utk.edu/egypt/items/show/807,1934.1.31.120,Le Roi Seti I,,1870-1913,"Seti I, King of Egypt",Gizeh Museum.,,,Mummies--Egypt,,,,,"Mummy of King Seti I at the Gizeh Museum. Mummified remains of King Seti I, ca. 1290-1279 B.C.E., with wrappings propped up against plain background; ""MUMMY OF SETI I mount on brown 12 x 10 2 on mount le roi Seti I 19 dyn"" in pencil on back of print. ",platinum prints,,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",9.25 x 3.25 in,,"Brugsch, Émile",personal,,1842-1930,German
https://kiva.lib.utk.edu/egypt/items/show/808,1934.1.31.68,,"Bracelets from Abydos, Tomb of Djer",1870-1913,,,,,Bracelets--Egypt.,,,Umm al-QaæÈab (Egypt),,"Bracelets from Abydos, Tomb of Djer (Early Dynastic Period Dynasty I) at the Cairo Museum; two bracelets from the tomb in Umm el-Qa'ab at Abydos of Pharaoh Djer, c. 3000 B.C.E., against plain background; untitled print.",platinum prints,,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",3.25 x 9.375 in,,"Brugsch, Émile",personal,,1842-1930,German
https://kiva.lib.utk.edu/egypt/items/show/809,1934.1.31.69,Pepi I & Son,,1870-1913,"Pepi I, King of Egypt, active 24th century B.C.-23rd century B.C.",,,,Statues--Egypt,,,,,"Statues of King Pepi I and son from Hierakonpolis (Old Kingdom Dynasty VI) at the Gizeh Museum; large bronze statue of King Pepi I, c. 2332-2283 B.C.E.) holding staff in left hand (right) and smaller bronze statue of his son and successor King Merenre (ca. 2283-2278 B.C.E.), left, against plain background; untitled print. ",platinum prints,,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",9.375 x 3 in,,"Brugsch, Émile",personal,,1842-1930,German
https://kiva.lib.utk.edu/egypt/items/show/811,1934.1.31.71,,Exhibit of Stelae and Statuettes of God Osiris,1870-1913,Gizeh Museum,Osiris (Egyptian deity),,,Stele (Archaeology),Ushabti--Egypt,,,,"Birds-eye view of an interior of a sarcophagus and exhibit case of stelae and statuettes of God Osiris at the Gizeh Museum; three cases of stelae and statuettes of Osiris, God of the afterlife, the underworld, and the dead in standing or seated mummy form, some holding the crook and flail, some wearing the atef crown; untitled print.",platinum prints,,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",5 x 9.5 in,,Unknown,,,,
https://kiva.lib.utk.edu/egypt/items/show/812,1934.1.31.72,,"Interior Anthropoid Coffins of Priest Ankhefenkhonsu, Decorated with Deities Nut and Osiris",1870-1913,Gizeh Museum,,,,Coffins--Egypt,Sarcophagi--Egypt,,,,"Interior of Anthropois coffins of Priest Ankhenfenkhonsu (Late Period Dynasty XXV), decorated with deities Nut and Osiris at the Gizeh Museum; ornately painted coffins depicting the god Osiris in mummy form with two uraei, holding crook and flail, and wearing a headdress (left) and Nut, goddess of the sky (right) both painted amongst rows of hieroglyphs; imaged against plain background; untitled print.",platinum prints,,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",9 x 6.625 in,,"Brugsch, Émile",personal,,1842-1930,German
https://kiva.lib.utk.edu/egypt/items/show/813,1934.1.31.73,,"Side, Bottom Coffin of High Priest Masaharta",1870-1913,Gizeh Museum,,,,Coffins--Egypt,,,,,"Bottom side panel of coffin of High Priest Masaharta at the Gizeh Museum; four painted male figures in three quarter view wearing nemes crowns and image of Nut as the sky framed by columns of hieroglyphs and horizontal stripes on the coffin of the Masaharta, High Priest of Amun in Thebes, ca. 1054-1045 B.C.E.; untitled print.",platinum prints,,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",3.125 x 9.375 in,,"Brugsch, Émile",personal,,1842-1930,German
https://kiva.lib.utk.edu/egypt/items/show/637,1934.1.31.113,Assouan,,1870-1913     ,,,,,,,,Aswaíãn (Egypt),Nile River,"Assuan from Nile River at Assuan; western style buildings of the City of Assuan along the Nile River, taken from a outcropping of rocks from the opposite shore, two boats moored at a dock (right middle ground); ""Peridis e No 1135 Assouan"" in white along bottom of print.",gelatin silver prints,,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",8.5 x 11 in,,"Peridis, P.",personal,,,
https://kiva.lib.utk.edu/egypt/items/show/590,1997.5.3,K.M. Topous Speaks several languages,,1870-1929,"Topous, K. M.",,,,Dragomen--Egypt,,,,,"Guide K.M. Topous at Gizeh; elaborately dressed guide K.M. Topous sits atop a camel as his servant sits on a stone outcropping of the Great Sphinx (foreground); Pyramid of Khufu (background); ""K.M. Topous Speaks several languages c/o address P.O. Box. No. 9 Cairo"" in white at bottom right corner.",albumen prints,,,"Gift of the Friends of Egyptology, McClung Museum of Natural History and Culture, The University of Tennessee",10.75 x 8.24 in,,Unknown,,,,
https://kiva.lib.utk.edu/egypt/items/show/593,1992.2.1,Alexandrie la Colonne Pompée,,1870-1929,Pompey's Column,,,,Columns--Egypt--Alexandria,,,Alexandria (Egypt),,"A monolithic corinthian free-standing column erected in 297 C.E., dedicated to Emperor Diocletian's victory in suppressing an Alexandrian revolt, man stands next to base (right foreground); City of Alexandria (background); ""Edition Photoglob 5025. Alexandrie la Colonne Pompee."" in white along bottom of print. (Number on object is 1/655).",albumen prints,,,"Gift of Marcia S. Young, McClung Museum of Natural History and Culture, The University of Tennessee",10.75 x 8.25 in,Edition Photoglob Co.,,,19th-20th centuries,,
